a,b,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
다솜방제과슈퍼,경남 진주시 진주대로 883 1층,경남 진주시 진주대로 883 1층,128.0906674,35.179203,정좌표,4.81701E+18,새주소,경상남도 진주시 진주대로 883,경상남도 진주시 강남동 242,52709,4817051500,천전동,4817010300,강남동
훼미리마트(광주우산점),광주 광산구 우산동  1573-1,광주 광산구 우산동  1573-1,126.8025901,35.1639443,정좌표,2.92001E+18,구주소,광주광역시 광산구 사암로215번길 103,광주광역시 광산구 우산동 1573-1,62359,2920058000,우산동,2920010900,우산동
토큰박스(아카데미),대구 중구 중앙대로 390 승강장옆,대구 중구 중앙대로 390 승강장옆,128.5938887,35.8677698,정좌표,2.71101E+18,새주소,대구광역시 중구 중앙대로 390,대구광역시 중구 동성로3가 11-1,41937,2711056500,성내1동,2711011900,동성로3가
삽교복권방,충남 예산군 삽교로2길 2 CU편의점내,충남 예산군 삽교로2길 2 CU편의점내,126.7394373,36.6862537,정좌표,4.48103E+18,새주소,충청남도 예산군 삽교읍 삽교로2길 2,충청남도 예산군 삽교읍 두리 803-9,32414,4481025300,삽교읍,4481025321,삽교읍 두리
하당제과,전남 목포시 통일대로75번길 10 부영아파트상가109호,전남 목포시 통일대로75번길 10 부영아파트상가109호,126.4320391,34.8013292,정좌표,4.61102E+18,새주소,전라남도 목포시 통일대로75번길 10,전라남도 목포시 옥암동 1027,58687,4611080000,부흥동,4611016400,옥암동
범계가판,경기 안양시 동안구 호계동 호계동 1039희망공원가판대,경기 안양시 동안구 호계동 호계동 1039희망공원가판대,126.9572097,37.3750903,법정동 좌표,41173,판별불가,,경기도 안양시 동안구 호계동,NULL,,,4117310400,호계동
신나라레코드,전남 여수시 망마로 107,전남 여수시 망마로 107,127.6740223,34.7572021,정좌표,4.61301E+18,새주소,전라남도 여수시 망마로 107,전라남도 여수시 신기동 128-5,59685,4613079000,시전동,4613013300,신기동
회현역7번출구신세계백화점아웃백옆,서울 중구 회현동1가  194-3login25편의점내,서울 중구 회현동1가  194-3login25편의점내,126.9797566,37.5597952,정좌표,1.11401E+18,구주소,서울특별시 중구 퇴계로6길 3-10,서울특별시 중구 회현동1가 194-3,NULL,1114054000,회현동,1114012100,회현동1가
GS25(청담삼익),서울 강남구 청담동  133-6번지,서울 강남구 청담동  133-6번지,127.0576315,37.5208685,정좌표,1.16801E+18,구주소,서울특별시 강남구 학동로101길 7,서울특별시 강남구 청담동 133-6,6075,1168056500,청담동,1168010400,청담동
LG25계룡병원점,대전 중구 오류동  168-7번지,대전 중구 오류동  168-7번지,127.4059442,36.3210515,정좌표,3.01401E+18,구주소,대전광역시 중구 계백로 1679,대전광역시 중구 오류동 168-7,34910,3014067000,오류동,3014011300,오류동
GS25(일산토당),경기 고양시 덕양구 토당동 토당동 282-2금호프라자1층113 114,경기 고양시 덕양구 토당동 토당동 282-2금호프라자1층113 114,126.8181907,37.6246576,법정동 좌표,41281,판별불가,,경기도 고양시 덕양구 토당동,NULL,,,4128112000,토당동
경기복권방,충북 충주시 가금면 용전리 용전리 380-4,충북 충주시 가금면 용전리 용전리 380-4,127.8415131,37.021716,법정동 좌표,43130,판별불가,,충청북도 충주시 중앙탑면 용전리,NULL,,,4313038526,중앙탑면 용전리
신정마트,서울 양천구 신목로 70-1 1층,서울 양천구 신목로 70-1 1층,126.8737523,37.5211414,정좌표,1.14701E+18,새주소,서울특별시 양천구 신목로 70-1,서울특별시 양천구 신정동 89-29,8015,1147063000,신정2동,1147010100,신정동
조일상회,부산 동래구 명륜1동  529-3,부산 동래구 명륜1동  529-3,129.0798041,35.2034305,정좌표,2.62601E+18,구주소,부산광역시 동래구 충렬대로 184,부산광역시 동래구 명륜동 529-3,47815,2626054500,명륜동,2626010700,명륜동
GS25(장한평역),서울 동대문구 장안동  433-7조광빌딩102,서울 동대문구 장안동  433-7조광빌딩102,127.0654967,37.5623431,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 10,서울특별시 동대문구 장안동 433-7,2644,1123065000,장안1동,1123010600,장안동
가판점80호,서울 중구 을지로4가  310-68,서울 중구 을지로4가  310-68,126.9955854,37.5661301,정좌표,1.11402E+18,구주소,서울특별시 중구 을지로 158,서울특별시 중구 을지로4가 310-68,4548,1114060500,을지로동,1114015000,을지로4가
아진동대구역광장,대구 동구 신암동  294번지,대구 동구 신암동  294번지,128.6326664,35.8801903,정좌표,2.71401E+18,구주소,대구광역시 동구 동대구로 550,대구광역시 동구 신암동 294,41229,2714054000,신암4동,2714010100,신암동
로또복권구암점,대구 북구 침산로 153 상가 103동 B2호,대구 북구 침산로 153 상가 103동 B2호,128.5903619,35.8894098,(무료버전 위치정밀도 제한)정좌표,27230,새주소,대구광역시 북구 침산로 153,대구광역시 북구 침산동 269-10,41559,2723057000,침산3동,2723010600,침산동
대림서점,대구 남구 중앙대로 158 대림서점,대구 남구 중앙대로 158 대림서점,128.5908359,35.847334,정좌표,2.72001E+18,새주소,대구광역시 남구 중앙대로 158,대구광역시 남구 봉덕동 1010-4,42425,2720053000,봉덕1동,2720010200,봉덕동
훼미리마트함양한주점,경남 함양군 고운로 80-1,경남 함양군 고운로 80-1,127.7302152,35.5208763,정좌표,4.88703E+18,새주소,경상남도 함양군 함양읍 고운로 80-1,경상남도 함양군 함양읍 용평리 684-8,50039,4887025000,함양읍,4887025022,함양읍 용평리
굿프랜드로또,경기 고양시 덕양구 주교동 주교동 568-1,경기 고양시 덕양구 주교동 주교동 568-1,126.8296195,37.6594065,법정동 좌표,41281,판별불가,,경기도 고양시 덕양구 주교동,NULL,4128151000,주교동,4128110100,주교동
희망유통,경기 평택시 평택1로20번길 39 1층 복권방,경기 평택시 평택1로20번길 39 1층 복권방,127.0892668,36.9942132,정좌표,4.12201E+18,새주소,경기도 평택시 평택1로20번길 39,경기도 평택시 평택동 34-12,17910,4122059000,신평동,4122011300,평택동
대성복권방,서울 금천구 독산동  1008-11층대성식품내,서울 금천구 독산동  1008-11층대성식품내,126.8968916,37.4654412,정좌표,1.15451E+18,구주소,서울특별시 금천구 시흥대로105길 12,서울특별시 금천구 독산동 1008-11,8603,1154561000,독산1동,1154510200,독산동
광명식품,서울 중구 만리동1가  50-2,서울 중구 만리동1가  50-2,126.9682929,37.5571907,정좌표,1.11402E+18,구주소,서울특별시 중구 중림로 50,서울특별시 중구 만리동1가 50-2,4508,1114068000,중림동,1114017300,만리동1가
가로판매대제18호,서울 중구 소공로 51,서울 중구 소공로 51,126.9817879,37.5594073,정좌표,1.11401E+18,새주소,서울특별시 중구 소공로 51,서울특별시 중구 회현동1가 203,4632,1114054000,회현동,1114012100,회현동1가
로또복권방동백점,경기 용인시 기흥구 동백동 동백동 2205-1월드프라자101서진슈퍼내,경기 용인시 기흥구 동백동 동백동 2205-1월드프라자101서진슈퍼내,127.1687082,37.2582912,법정동 좌표,41463,판별불가,,경기도 용인시 기흥구 동백동,NULL,4146357200,동백1동,4146311500,동백동
오목미니슈퍼,서울 양천구 신목로 119,서울 양천구 신목로 119,126.8762388,37.5250665,정좌표,1.14701E+18,새주소,서울특별시 양천구 신목로 119,서울특별시 양천구 목동 406-316,7999,1147051000,목1동,1147010200,목동
빌딩매점,서울 영등포구 신길동  425-5,서울 영등포구 신길동  425-5,126.9084977,37.4998607,정좌표,1.15601E+18,구주소,서울특별시 영등포구 신길로 81,서울특별시 영등포구 신길동 425-5,7426,1156067000,신길5동,1156013200,신길동
서창복권나라,경남 양산시 서창서2길 3,경남 양산시 서창서2길 3,129.1722399,35.4162007,정좌표,4.83301E+18,새주소,경상남도 양산시 서창서2길 3,경상남도 양산시 삼호동 528-1,50528,4833054000,서창동,4833011400,삼호동
로또판매훼미리마트철산역점,경기 광명시 광명동  272야우리빌딩103호,경기 광명시 광명동  272야우리빌딩103호,126.8498698,37.4770127,인근좌표,41210,구주소,,경기도 광명시 광명동 272,NULL,,,4121010100,광명동
챔스,경북 영주시 중앙로 51,경북 영주시 중앙로 51,128.62192,36.8211085,정좌표,4.72101E+18,새주소,경상북도 영주시 중앙로 51,경상북도 영주시 영주동 422-1,36098,4721056000,영주2동,4721010100,영주동
김영로또,인천 옹진군 영흥북로 3 105호,인천 옹진군 영흥북로 3 105호,126.4967239,37.2564684,정좌표,2.87204E+18,새주소,인천광역시 옹진군 영흥면 영흥북로 3,인천광역시 옹진군 영흥면 내리 8-28,23118,2872036000,영흥면,2872036022,영흥면 내리
정기사,경기 동두천시 동광로 88,경기 동두천시 동광로 88,127.0580032,37.9088957,정좌표,4.12501E+18,새주소,경기도 동두천시 동광로 88,경기도 동두천시 생연동 489-8,11315,4125053500,중앙동,4125010300,생연동
종합자동차매매상사,전남 해남군 해남로 34,전남 해남군 해남로 34,126.6108581,34.5708105,정좌표,4.68203E+18,새주소,전라남도 해남군 해남읍 해남로 34,전라남도 해남군 해남읍 해리 189-2,59038,4682025000,해남읍,4682025021,해남읍 해리
프랜즈주안2호점,인천 남구 주안동  18-231층,인천 남구 주안동  18-231층,126.6842883,37.4678153,인근좌표,28177,구주소,,인천광역시 미추홀구 주안동 18-231,NULL,,,2817710500,주안동
모닝로또,인천 서구 봉오재3로 104 엔시티타워2차 1층 115호,인천 서구 봉오재3로 104 엔시티타워2차 1층 115호,126.6712887,37.5271462,정좌표,2.82601E+18,새주소,인천광역시 서구 봉오재3로 104,인천광역시 서구 가정동 618-3,22883,2826054200,가정1동,2826010800,가정동
신청호마트,전남 목포시 석현동  1170-14,전남 목포시 석현동  1170-14,126.4236755,34.8153186,정좌표,4.61102E+18,구주소,전라남도 목포시 옥암로186번길 19,전라남도 목포시 석현동 1170-14,58656,4611075700,하당동,4611016000,석현동
훼미리마트(신당6동점),서울 중구 신당동  52-299 1층,서울 중구 신당동  52-299 1층,127.0167607,37.5638034,정좌표,1.11402E+18,구주소,서울특별시 중구 다산로40길 14,서울특별시 중구 신당동 52-299,4585,1114061500,신당동,1114016200,신당동
신탄복권방,대전 대덕구 목상동  866-3,대전 대덕구 목상동  866-3,127.4109332,36.443771,정좌표,3.02301E+18,구주소,대전광역시 대덕구 대덕대로1448번길 95,대전광역시 대덕구 목상동 866-3,34323,3023058000,목상동,3023011200,목상동
GS25(경산사동),경북 경산시 삼풍동  509-4,경북 경산시 삼풍동  509-4,128.7547296,35.8212878,정좌표,4.72901E+18,구주소,경상북도 경산시 삼풍로2길 1,경상북도 경산시 삼풍동 509-4,38544,4729056000,동부동,4729012700,삼풍동
GS25(만평),대구 서구 비산동  1210-2,대구 서구 비산동  1210-2,128.5657031,35.8889967,정좌표,2.71701E+18,구주소,대구광역시 서구 팔달로 142,대구광역시 서구 비산동 1210-2,41715,2717059000,비산5동,2717010200,비산동
GS25오리점,경기 성남시 분당구 구미동 구미동 158하나이지타워107호,경기 성남시 분당구 구미동 구미동 158하나이지타워107호,127.1227083,37.3402645,법정동 좌표,41135,판별불가,,경기도 성남시 분당구 구미동,NULL,4113567000,구미동,4113511400,구미동
배스트로또(수원탑동),경기 수원시 권선구 탑동 탑동 749-1,경기 수원시 권선구 탑동 탑동 749-1,126.9741542,37.2648931,법정동 좌표,41113,판별불가,,경기도 수원시 권선구 탑동,NULL,,,4111313300,탑동
찬스로또방,경남 창원시 내동  456-17번지내동상가1층7-8호,경남 창원시 내동  456-17번지내동상가1층7-8호,128.6703388,35.2170623,정좌표,4.81231E+18,구주소,경상남도 창원시 성산구 창원대로 726,경상남도 창원시 성산구 내동 456-17,51527,4812352000,중앙동,4812311100,내동
청룡,제주 제주시 신북로 255,제주 제주시 신북로 255,126.6391995,33.5380826,정좌표,5.01103E+18,새주소,제주특별자치도 제주시 조천읍 신북로 255,제주특별자치도 제주시 조천읍 조천리 2356-2,63331,5011025900,조천읍,5011025923,조천읍 조천리
베스트부흥복권방,서울 도봉구 창동  3-4신한빌딩107호,서울 도봉구 창동  3-4신한빌딩107호,127.0493535,37.6532909,정좌표,1.13201E+18,구주소,서울특별시 도봉구 마들로11길 71,서울특별시 도봉구 창동 3-4,1414,1132051400,창4동,1132010700,창동
세형전기,경기 평택시 평택3로56번길 28-8,경기 평택시 평택3로56번길 28-8,127.0953425,36.9934306,정좌표,4.12201E+18,새주소,경기도 평택시 평택3로56번길 28-8,경기도 평택시 비전동 731-13,17897,4122063000,비전2동,4122011800,비전동
훼미리마트(입석강변점),대구 동구 입석동  933-2,대구 동구 입석동  933-2,128.6463703,35.8902481,정좌표,2.71401E+18,구주소,대구광역시 동구 동촌로 32,대구광역시 동구 입석동 933-2,41154,2714065500,동촌동,2714010900,입석동
영화사랑,인천 부평구 청천동  15-9,인천 부평구 청천동  15-9,126.7036831,37.5177302,정좌표,2.82371E+18,구주소,인천광역시 부평구 청중로57번길 2,인천광역시 부평구 청천동 15-9,21304,2823759100,청천1동,2823710400,청천동
효원복권방,경북 경산시 공단4로 145 1층  씨스페이스,경북 경산시 공단4로 145 1층  씨스페이스,128.8281787,35.8702408,정좌표,4.72903E+18,새주소,경상북도 경산시 진량읍 공단4로 145,경상북도 경산시 진량읍 신상리 1199-2,38468,4729025300,진량읍,4729025321,진량읍 신상리
